DATOS GENERALES,Nombre de la Presa:,Otro Nombre:,En fase de:,Titular de la presa:,Proyectista:,Categoría según riesgo:,Fin de las obras:,Recrecimiento:,X utm 30,Y utm 30,Usos del embalse:,Usuarios:,DATOS HIDROLÓGICOS,Superficie de la cuenca (km2):,Aportación media anual (hm3):,Precipitación media anual (mm):,Avenida de Proyecto (m3/s):,PRESA,Tipo de Presa:,Altura desde cimientos (m):,Longitud de coronación (m):,Cota coronación (m):,Cota cimentación (m):,Cota cauce (m):,Volumen cuerpo presa (1000 m3):,Nº de desagües:,Capacidad desagüe (m3/s):,Nº de aliviaderos:,Capacidad aliviaderos (m3/s):,Regulación:,DATOS GEOGRÁFICOS,Rio de ubicación:,Municipio:,Vertiente:
,MAIDEVERA,,Explotación,ESTADO,TORAN-DRAGO,A,22-02-1983,--,0603405,4603260,Abastecimiento                                    -  - Riego,-  -,,"76,500","13,200","612,000","84,000",,Materiales sueltos núcleo arcilla,"53,500","317,500","803,500","750,000","756,500","718,000",001,"12,560 -",001,"84,000 -","No, Labio fijo -",,ARANDA,ARANDA DE MONCAYO,EBRO
,MAIDEVERA (DIQUE DEL COLLADO 1),,Explotación,ESTADO,TORAN - DRAGO,A,22-02-1983,--,0602490,4603410,Abastecimiento                                    -  - Riego,-  -,,"76,500","13,200","612,000","84,000",,Materiales sueltos núcleo arcilla,"21,500","357,600","803,000","781,500","789,000","105,630",000,-,000,-,-,,ARANDA,ARANDA DE MONCAYO,EBRO
,MAIDEVERA (DIQUE DEL COLLADO 2),,Explotación,ESTADO,A-ORTEGA-TORAN DRAGO,C,22-02-1983,--,0602500,4603500,Abastecimiento                                    -  - Riego,-  -,,"76,500","13,200","612,000","84,000",,Materiales sueltos núcleo arcilla,"3,500","82,000","803,000","800,000","801,000","1,490",000,-,000,-,-,,ARANDA,ARANDA DE MONCAYO,EBRO
,MAIRAGA,,Explotación,ESTADO,OCTAVIO DE TOLEDO,A,31-12-1988,--,0615836,4721489,Abastecimiento                                    -  -,-  -,,"14,000","4,000","290,000","104,000",,Materiales sueltos núcleo arcilla,"39,000","247,000","653,500","614,500","616,500","343,900",001,"7,620 -",001,"142,000 -","No, Labio fijo -",,MAIRAGA,OLORIZ,EBRO
,"MALA, LA",,Explotación,AUTONOMIA CANARIAS,J-ALONSO VEGA,,01-01-1975,--,-524384,3270301,Riego                                             -  -,-  -,,"4,040","0,000","0,000","10,000",,Gravedad,"37,000","117,900","165,000","128,000","135,000","20,000",000,-,001,"10,000 -","No, Labio fijo -",,PALOMO,HARIA,LAS PALMAS
,MALPARTIDA DE PLASENCIA,,Explotación,AYUNTAMIENTO DE MALPARTIDA,E. DE CASTRO,,01-01-1972,--,0267793,4471981,Abastecimiento                                    -  -,-  -,,"2,000","0,000","0,000","0,000",,Gravedad,"17,500","135,000","532,800","517,800","520,000","4,590",001,"0,000 -",001,"26,000 -","No, Labio fijo -",,PILONES,MALPARTIDA DE PLASENCIA,TAJO
,MALPARTIDA DE PLASENCIA II,,Explotación,AYUNTAMIENTO DE MALPARTIDA,L-CANALEJO,,31-12-1977,--,0242844,4431529,Abastecimiento                                    -  - Riego,-  -,,"12,700","2,000","700,000","26,000",,Materiales sueltos homogenea,"17,000","315,000","454,500","437,500","438,300","59,030",001,"0,000 -",001,"27,000 -","No, Labio fijo -",,DEHESA,MALPARTIDA DE PLASENCIA,TAJO
,MALPARTIDA DE PLASENCIA III,,Explotación,AYUNTAMIENTO DE MALPARTIDA,E-GONZALEZ ZAMORA,,31-12-1981,--,0244422,4434461,Abastecimiento                                    -  -,-  -,,"28,300","7,000","970,000","76,000",,Materiales sueltos homogenea,"117,500","149,000","422,500","405,000","413,000","25,010",001,"0,000 -",001,"55,000 -","No, Labio fijo -",,GRANDE,MALPARTIDA DE PLASENCIA,TAJO
,MALVECINO,,Puesta en Carga,ESTADO,,A,30-09-2003,--,0632924,4673256,Hidroeléctrico                                    -  - Riego,-  -,,"6,275","0,000","0,000","22,800",,Materiales sueltos núcleo arcilla,"26,000","710,000","403,800","377,800","382,500","751,000",001,"19,120 -",001,"5,280 -","No, Labio fijo -",,BARRANCO MALVECINO,"SADABA, EJEA DE LOS CABALLEROS",EBRO
,MANSILLA,,Explotación,ESTADO,J. GLEZ. LACASA,A,31-12-1960,--,0507343,4667566,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"290,000","169,000","793,000","500,000",,Gravedad,"80,000","209,100","932,000","852,000","860,000","253,000",001,"0,000 -",001,"575,000 -",Compuertas. -,,NAJERILLA,"MANSILLA DE LA SIERRA, VILLAVELAYO",EBRO
,MANSILLA (CONTRAEMBALSE),,Explotación,ESTADO,R-UREÑA,B,31-12-1960,--,0508800,4668300,Regulación                                        -  -,-  -,,"290,000","169,100","793,000","500,000",,Gravedad,"18,800","74,600","857,800","839,000","841,500","3,600",001,"0,000 -",001,"761,000 -","No, Labio fijo -",,NAJERILLA,VINIEGRA DE ABAJO,EBRO
,MANUFACTURAS BEJAR,,Explotación,MANUFACTURAS S.A.,,C,31-12-1940,--,0266990,4475230,Industrial                                        -  -,-  -,,"23,000","0,000","307,000","150,000",,Gravedad,"20,000","53,800","978,000","958,000","963,000","5,000",001,"0,006 -",001,"4,000 -","No, Labio fijo -",,RIOFRIO,BEJAR,TAJO
,MANZANARES EL REAL,SANTILLANA,Explotación,CANAL DE ISABEL II,B. DIAZ Y DIAZ,A,01-03-1969,--,0430595,4506765,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"244,400","110,000","989,000","550,000",,Materiales sueltos P asfáltica,"40,000","1355,200","896,500","856,500","863,000","850,000",002,"3,400 - 32,600",001,"270,000 -",Compuertas. -,,MANZANARES,MANZANARES EL REAL,TAJO
,MAR,MAR LAGO,Explotación,"ENDESA GENERACIÓN, S.A.",J-DURAN,C,31-12-1913,--,0829350,4715902,Hidroeléctrico                                    -  -,-  -,,"3,500","0,000","0,000","11,000",,Gravedad,"10,500","59,500","2435,740","2425,240","2431,240","0,890",000,-,001,"12,000 -","No, Labio fijo -",,FLAMISELL,"TORRE DE CABDELLA, LA",EBRO
,MAR COLLADO I,,Explotación,"ENDESA GENERACIÓN, S.A.",J. DURÁN,C,01-01-1913,--,0829350,4715902,Hidroeléctrico                                    -  -,-  -,,"3,500","0,000","0,000","11,000",,Gravedad,"5,000","32,000","2435,740","2430,740","2434,220","0,000",000,-,000,-,-,,FLAMISELL,LA TORRE DE CABDELLA,EBRO
,MAR COLLADO II,,Explotación,"ENDESA GENERACIÓN, S.A.",J. DURÁN,C,01-01-1913,--,0829350,4715902,Hidroeléctrico                                    -  -,-  -,,"3,500","0,000","0,000","11,000",,Gravedad,"3,000","22,000","2435,740","2432,740","2433,720","0,000",000,-,001,"12,000 -","No, Labio fijo -",,FLAMISELL,LA TORRE DE CABDELLA,EBRO
,MAR COLLADO III,,Explotación,"ENDESA GENERACIÓN, S.A.",J. DURÁN,C,01-01-1913,--,0829350,4715902,Hidroeléctrico                                    -  -,-  -,,"3,500","0,000","0,000","11,000",,Gravedad,"6,000","50,000","2435,740","2429,740","2430,920","0,000",000,-,000,-,-,,FLAMISELL,LA TORRE DE CABDELLA,EBRO
,MAR COLLADO IV,,Explotación,"ENDESA GENERACIÓN, S.A.",J. DURÁN,C,01-01-1913,--,0829350,4715902,Hidroeléctrico                                    -  -,-  -,,"3,500","0,000","0,000","11,000",,Gravedad,"5,000","60,000","2435,740","2430,740","2432,020","0,890",000,-,000,-,-,,FLAMISELL,LA TORRE DE CABDELLA,EBRO
,MARBORE,,Explotación,ELECTRICAS REUNIDAS DE ZARAGOZA,E-URIARTE,B,01-01-1938,--,0749369,4731575,Hidroeléctrico                                    -  -,-  -,,"1,600","2,000","0,000","9,000",,Gravedad,"7,000","70,000","2593,960","2589,960","0,000","1,600",000,-,001,"9,000 -","No, Labio fijo -",,CINCA,BIELSA,EBRO
,MARGALEF,,Explotación,GENERALITAT DE CATALUÑA. DG DE ESTRUCTURAS AGRARIAS,A. LLOBET LLAMBRICH,A,31-12-1995,--,0817034,4578917,Abastecimiento                                    -  - Riego,-  -,,"97,020","7,560","430,000","439,260",,Arco Gravedad,"34,000","96,000","434,000","400,000","402,800","22,870",001,"9,700 -",001,"570,000 -","No, Labio fijo -",,MONTSANT,MARGALEF,EBRO
,MARIA CRISTINA,,Explotación,ESTADO,M-MORALES TELLO,A,01-01-1920,--,0742252,4434901,Riego                                             -  -,-  -,,"1560,000","80,000","317,000","3154,000",,Gravedad,"57,380","318,000","138,220","80,840","100,220","200,000",001,"65,000 -",001,"597,000 -","No, Labio fijo -",,"VIUDA, LA",ALCORA,JÚCAR
,MARIDIAZ (AZUD),,Explotación,"MINICENTRALES EXTREMEÑAS, S.A.",,C,01-01-1985,01-06-1998,0240900,4315300,Hidroeléctrico                                    -  -,-  -,,"34771,000","0,000","0,000","945,330",,Gravedad,"3,400","236,000","236,300","232,900","232,900","0,000",000,-,001,"0,000 -","No, Labio fijo -",,GUADIANA,MEDELLIN,GUADIANA
,MARIOLO,,Explotación,"ENDESA GENERACIÓN, S.A.",J. DURAN,A,31-12-1926,--,0826917,4716560,Hidroeléctrico                                    -  -,-  -,,"0,850","0,320","0,000","7,850",,Gravedad,"15,900","52,600","2300,270","2284,370","2289,370","1,550",001,"1,850 -",001,"7,850 -","No, Labio fijo -",,FLAMISELL,"TORRE DE CABDELLA, LA",EBRO
,"MARISANCHEZ (CABEZUELA, LA)","CABEZUELA, LA (MARISANCHEZ)",Explotación,ESTADO,L.A. PABLOS MATEOS,A,31-12-1991,--,0476115,4283060,Abastecimiento                                    -  - Riego,-  -,,"517,000","21,000","450,000","344,500",,Materiales sueltos homogenea,"30,000","698,000","766,000","736,000","739,000","460,900",001,"0,000 -",001,"372,000 -","No, Labio fijo -",,JABALON,"VALDEPEÑAS, TORRE JUAN ABAD",GUADIANA
,MARISMILLA,,Explotación,MINAS RIOTINTO,J-OCHOA PARIAS,,31-12-1878,--,0185770,4177699,Industrial                                        -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"21,300","90,000","389,800","368,500","370,000","7,000",000,-,001,"40,000 -","No, Labio fijo -",,TUMBANALES,NERVA,C. ATLÁNTICA ANDALUZA
,MARMOLEJO,,Explotación,"ENDESA GENERACIÓN, S.A.- U.P.H. SUR",L-MENDOZA,B,31-12-1962,--,0396000,4213200,Hidroeléctrico                                    -  - Riego,-  -,,"20137,100","0,000","0,000","3450,000",,Gravedad,"19,880","230,000","193,880","174,000","175,350","27,800",000,-,001,"3450,000 -",Compuerta segm -,,GUADALQUIVIR,MARMOLEJO,GUADALQUIVIR
,MAROÑO,,Explotación,CONSORCIO DE AGUAS KANTAURIKO URKIDETZA,V-PEREZ,A,31-12-1990,--,0496370,4766735,Abastecimiento                                    -  -,-  -,,"22,620","18,800","1146,000","244,000",,Gravedad,"53,000","182,250","320,250","267,250","275,250","83,400",001,"0,000 -",001,"107,000 -","No, Labio fijo -",,IZORIA,AYALA,NORTE
,MARTIN GONZALO II,,Explotación,JUNTA DE  ANDALUCIA,P-CAÑETE,,31-12-1989,--,0382711,4217023,Abastecimiento                                    -  -,-  -,,"48,260","0,000","823,000","320,000",,Materiales sueltos P asfáltica,"55,070","235,000","286,070","231,000","234,000","543,370",000,-,001,"320,000 -","No, Labio fijo -",,MARTIN,MONTORO,GUADALQUIVIR
,MASCALINAS,,Explotación,HERMANOS BLAZQUEZ ORTIZ,J. NAHON,,01-01-1978,--,0263181,4375528,Riego                                             -  -,-  -,,"2,710","0,000","0,000","0,000",,Materiales sueltos homogenea,"11,100","324,000","590,500","579,400","579,900","34,000",000,-,001,"16,000 -","No, Labio fijo -",,MASCALINAS(ARROYO MASCALINAS),MADROÑERA,TAJO
,"MASIDE, LA",,Explotación,FUNDACION MASIDE,,,01-01-1908,--,0262428,4497478,Riego                                             -  -,-  -,,"19,300","0,000","0,000","0,000",,Gravedad y Materiales sueltos homogenea,"16,500","170,000","516,000","499,500","500,500","30,000",001,"12,000 -",001,"7,000 -","No, Labio fijo -",,HORNACINOS,ALDEANUEVA DEL CAMINO,TAJO
,MATA DE ALCANTARA II,,Explotación,ESTADO (AYUNTAMIENTO MATA ALCANTARA),J. PEREZ GUERRERO,C,31-12-1990,--,0173128,4401060,Abastecimiento                                    -  -,-  -,,"6,020","0,920","500,000","25,000",,Gravedad,"9,900","195,000","351,000","341,100","0,000","3,300",001,"0,610 -",001,"25,000 -","No, Labio fijo -",,ARROYO DEL CORREDOR,MATA DE ALCANTARA,TAJO
,MATAHOZ,ALSA TORINA (DIQUE DEL COLLADO 1),Explotación,"ELECTRA DE VIESGO II, S.A.U.",A. PRESMANES,A,31-12-1981,--,0417335,4769860,Hidroeléctrico                                    -  -,-  -,,"19,500","0,000","0,000","124,780",,Materiales sueltos P asfáltica,"12,000","209,000","843,500","831,000","832,500","22,000",001,"0,000 -",000,-,-,,AYO. PUNTEDAS,SAN MIGUEL DE AGUAYO,NORTE
,MATALAVILLA,,Explotación,ENDESA GENERACION S.A.,S DEL CORRAL,A,31-12-1967,--,0217212,4748506,Hidroeléctrico                                    -  -,-  -,,"58,000","425,000","0,000","252,000",,Bóveda,"115,000","240,000","961,000","846,000","868,000","170,000",001,"89,000 -",001,"252,000 -",Compuertas. -,,VALSECO,PARAMO DEL SIL,NORTE
,MAYES,,Explotación,ESTADO,J-BAUTISTA,A,05-11-1981,--,0642450,4219590,Riego                                             -  -,-  -,,"13,400","0,200","300,000","146,000",,Materiales sueltos homogenea,"32,000","300,000","278,000","246,000","254,000","233,880",001,"20,210 -",001,"139,500 -",Compuertas. -,,MAYES,OJOS,SEGURA
,MAYOR DE COLOMERS (LAGO),,Explotación,"ENDESA GENERACIÓN, S.A.",J. SERRANO,A,31-12-1967,--,0821972,4726844,Hidroeléctrico                                    -  -,-  -,,"8,300","3,660","1471,000","38,000",,Gravedad,"25,300","165,230","2117,990","2092,690","2100,690","16,700",001,"13,560 -",001,"48,000 -","No, Labio fijo -",,AIGUAMOIX,NAUT ARAN,EBRO
,MEDIAJO,AGUAYO,Explotación,"ELECTRA DE VIESGO II, S.A.U.",A. PRESMANES,A,31-12-1981,--,0417030,4772165,Hidroeléctrico                                    -  -,-  -,,"0,500","0,000","0,000","0,000",,Materiales sueltos P asfáltica,"31,500","2782,000","1161,500","1130,000","1130,000","4700,000",001,"0,700 -",000,-,-,,SIN RIO,SAN MIGUEL DE AGUAYO,NORTE
,MEDIANO,,Explotación,ESTADO,"PINTO, CASAU Y MACHIN",A,31-12-1959,01-01-1974,0765086,4689680,Hidroeléctrico                                    -  - Riego,-  -,,"2078,000","1350,000","925,000","3500,000",,Gravedad,"92,000","500,000","529,500","437,500","455,500","43,000",002,"120,000 - 50,000",001,"3232,000 -",Compuertas. -,,CINCA,"FUEVA, LA",EBRO
,MEICENDE,,Explotación,INESPAL METAL,L-YORDI,A,01-01-1961,--,0055231,4813523,Industrial                                        -  -,-  -,,"2,000","0,000","0,000","30,000",,Bóvedas Múltiples,"21,000","274,000","282,750","261,750","264,750","13,000",000,-,001,"30,000 -","No, Labio fijo -",,PASTORIZA,ARTEIXO,GALICIA COSTA
,"MELONARES, LOS",,Construcción,ESTADO,J.F. SAURA-INYPSA,A,--,--,0245850,4179285,Abastecimiento                                    -  -,-  -,,"558,000","0,000","800,000","1803,000",,Gravedad,"50,250","525,300","87,250","37,000","42,000","0,000",001,"63,920 -",001,"1298,000 -","No, Labio fijo -",,VIAR,"CASTILBLANCO DE LOS ARROYOS, EL PEDROSO",GUADALQUIVIR
,"MEMBRILLOS, LOS",,Explotación,COMPAÑIA MINAS GLORIA S.A.,J-GALLARDO,,01-01-1964,--,0298100,4215595,Abastecimiento                                    -  -,-  -,,"16,500","0,000","0,000","0,000",,Gravedad,"17,000","97,160","425,200","408,000","409,000","4,590",000,-,001,"117,000 -","No, Labio fijo -",,CRUCES,ESPIEL,GUADALQUIVIR
,MEMBRIO,MEMBRIO ARROYO,Explotación,"JUNTA DE EXTREMADURA, C.A.C.",E. GONZALEZ ZAMORA,A,01-01-1978,--,0150277,4383030,Riego                                             -  -,-  -,,"5,750","0,000","654,000","5,000",,Materiales sueltos homogenea,"16,240","186,500","328,600","312,360","312,360","50,090",001,"0,000 -",001,"5,000 -","No, Labio fijo -",,ARROYO VAECIA,MEMBRIO,TAJO
,MEMBRIO (DIQUE DEL COLLADO 1),MEMBRIO ARROYO (DIQUE DEL COLLADO 1),Explotación,"JUNTA DE EXTREMADURA, C.A.C.",E-GONZALEZ ZAMORA,A,01-01-1978,--,0150373,4382597,Riego                                             -  -,-  -,,"5,750","0,000","654,000","5,000",,Materiales sueltos homogenea,"8,000","319,000","328,600","320,600","321,200","27,000",000,-,000,-,-,,ARROYO VAECIA,MEMBRIO,TAJO
,MENDAUR,,Explotación,CENTRAL Y COGENERACION ITUREN,,A,31-12-1955,--,0603463,4778387,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"30,000","100,000","723,500","693,500","695,500","0,000",000,-,001,"7,000 -","No, Labio fijo -",,ARMAURRI,ITUREN,NORTE
,MENDAUR (DIQUE DEL COLLADO),,Explotación,CDAD. BALEARES,,,31-12-1955,--,0603440,4778315,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"10,000","160,000","0,000","0,000","0,000","0,000",000,-,000,-,-,,ARMAURRI,ITUREN,NORTE
,MENGIBAR,MENJIBAR,Explotación,"ENDESA GENERACIÓN, S.A.- U.P.H. SUR",MENGEMOR,C,31-12-1916,--,0430500,4204800,Hidroeléctrico                                    -  -,-  -,,"16159,100","0,000","0,000","3700,000",,Gravedad,"16,000","150,000","239,700","223,700","227,460","10,300",001,"13,000 -",001,"3700,000 -",Compuertas. -,,GUADALQUIVIR,JABALQUINTO,GUADALQUIVIR
,MENJU (AZUD),,Explotación,ESTADO,A-BOTIA,,31-12-1800,--,0639070,4231415,Derivación                                        -  - Riego,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos P hormigón,"4,000","332,000","158,000","154,000","156,000","0,000",000,-,001,"0,000 -","No, Labio fijo -",,SEGURA,CIEZA,SEGURA
,MEQUINENZA,,Explotación,ENHER,M. SANCHEZ DEL CORRAL,A,31-12-1964,--,0774241,4584997,Hidroeléctrico                                    -  - Riego,-  -,,"55000,000","9190,000","561,000","11000,000",,Gravedad,"79,000","461,000","124,000","45,000","60,000","1100,000",001,"160,000 -",001,"11000,000 -",Compuertas. -,,EBRO,MEQUINENZA,EBRO
,MEZALOCHA,,Explotación,SINDICATO CENTRAL DE RIEGOS RIO HUERVA Y PANTANO MEZALOCHA,A. LASIERRA.,A,31-12-1728,01-01-1913,0660743,4587927,Abastecimiento                                    -  - Riego,-  -,,"620,000","0,000","380,000","300,000",,Arco Gravedad,"45,000","73,500","474,500","429,500","444,500","12,860",001,"30,000 -",001,"370,000 -",Compuertas. -,,HUERVA,MEZALOCHA,EBRO
,"MILAGRO, EL",,Explotación,ESTADO,F-OLIVIER GONZALEZ,A,01-01-1973,--,0326107,4513093,Abastecimiento                                    -  - Riego,-  -,,"96,000","25,000","450,000","390,000",,Gravedad,"31,300","199,500","1038,550","1007,250","1010,700","32,000",001,"0,000 -",001,"360,000 -","No, Labio fijo -",,ALMAR,MIRUEÑA DE LOS INFANZONES,DUERO
,MINAS HERRERIAS 3,,Explotación,MINAS HERRERIAS S.A.,,,31-12-1900,--,0121680,4172600,Industrial                                        -  -,-  -,,"4,500","0,000","0,000","0,000",,Gravedad,"11,000","106,000","0,000","0,000","0,000","2,000",000,-,001,"18,000 -","No, Labio fijo -",,CHORITO,PUEBLA DE GUZMAN,C. ATLÁNTICA ANDALUZA
,MINCHONES (AZUD),,Explotación,COMUNIDAD DE REGANTES DE MINCHONES,A. FRADE GIL,,31-12-1983,--,0294950,4446940,Riego                                             -  -,-  -,,"55,300","0,000","0,000","100,000",,Gravedad,"18,000","61,000","393,000","374,500","378,000","8,100",001,"0,000 -",001,"430,000 -","No, Labio fijo -",,GARGANTA DE MINCHONES,VILLANUEVA  DE LA VERA,TAJO
,MINERA SANTA MARTA,"MINERA DE SANTA MARTA, S.A.",Explotación,"MINERA SANTA MARTA, S.A.",,B,01-01-2001,--,0483792,4699166,Mineria                                           -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"8,000","125,000","796,700","788,700","0,000","0,000",000,-,000,-,-,,,BELORADO,EBRO
,"MINILLA, LA",,Explotación,EMASESA,AYUNTAMIENTO DE SEVILLA,A,31-12-1956,--,0219573,4173541,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"1032,000","0,000","0,000","0,000",,Gravedad,"61,550","266,600","160,000","98,450","106,950","0,000",001,"20,000 -",001,"1584,000 -",Compuertas. -,,RIVERA DE HUELVA,"GARROBO, EL",GUADALQUIVIR
,MIRAFLORES DE LA SIERRA,,Explotación,AYUNTAMIENTO DE MIRAFLORES DE LA SIERRA,INTECSA,A,31-12-1975,--,0432884,4519220,Abastecimiento                                    -  - Riego,-  -,,"8,700","6,300","0,000","155,000",,Materiales sueltos núcleo arcilla,"36,000","220,000","1294,500","1258,500","1263,500","243,000",000,-,001,"155,000 -","No, Labio fijo -",,MIRAFLORES,MIRAFLORES DE LA SIERRA,TAJO
,MOHEDA ALTA,,Explotación,CASAS DE HITOS S.A.,J. PARRA,,31-12-1985,--,0285217,4338721,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"12,000","2040,000","395,000","383,000","385,000","247,420",000,-,000,-,-,,CUBILAR,NAVALVILLAR DE PELA,GUADIANA
,"MOLINAR, EL",,Explotación,IBERDROLA GENERACION S.A.,J. GUINEA,C,31-12-1951,--,0650979,4341549,Hidroeléctrico                                    -  -,-  -,,"10760,000","0,000","0,000","2500,000",,Materiales sueltos homogenea,"28,000","120,000","480,000","452,000","459,000","242,000",000,-,001,"2500,000 -","No, Labio fijo -",,JUCAR,VILLA DE VES,JÚCAR
,"MOLINILLOS, LOS",VISO DEL MARQUES,Explotación,AYUNTAMIENTO DE VISO DEL MARQUES,J.M. MACIA,C,01-01-1980,--,0449258,4260943,Abastecimiento                                    -  -,-  -,,"9,000","0,000","0,000","23,000",,Gravedad,"13,750","123,500","782,250","768,500","771,500","4,120",001,"0,000 -",001,"31,000 -","No, Labio fijo -",,LOS MOLINILLOS,VISO DEL MARQUES,GUADALQUIVIR
,MOLINO DE CABRA,,Explotación,E. Y F. CID MORENO,,,01-01-1850,--,0171927,4398713,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos y mampostería,"4,000","70,000","0,000","0,000","0,000","1,000",000,-,001,"0,000 -","No, Labio fijo -",,JARTIN,"MATA DE ALCANTARA, VILLA DEL REY",TAJO
